# Constructed from biom file
#OTU ID	SRR26800545	SRR26800546	SRR26800547	SRR26800548	SRR26800549	SRR26800550	SRR26800551	SRR26800552	SRR26800553	SRR26800554	SRR26800555	SRR26800556	SRR26800557	SRR26800558	SRR26800559	SRR26800560	SRR26800561	SRR26800562	SRR26800563	SRR26800564	SRR26800565	SRR26800566	SRR26800567	SRR26800568	SRR26800569	SRR26800570	SRR26800571	SRR26800572	SRR26800573	SRR26800574	SRR26800575	SRR26800576	SRR26800577	SRR26800578	SRR26800579	SRR26800580	SRR26800581	SRR26800582	SRR26800583	SRR26800584	SRR26800585	SRR26800586	SRR26800587	SRR26800588	SRR26800589	SRR26800590	SRR26800591	SRR26800592	SRR26800593	SRR26800594	SRR26800595	SRR26800596	SRR26800597	SRR26800598	SRR26800599	SRR26800600	SRR26800601	SRR26800602	SRR26800603	SRR26800604	SRR26800605	SRR26800606	SRR26800607	SRR26800608	SRR26800609	SRR26800610
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Eubacterium]_coprostanoligenes_group;g__[Eubacterium]_coprostanoligenes_group;s__gut_metagenome	193.0	48.0	254.0	520.0	217.0	140.0	5017.0	143.0	471.0	100.0	277.0	0.0	231.0	11.0	0.0	57.0	342.0	88.0	0.0	574.0	0.0	215.0	0.0	303.0	0.0	170.0	131.0	196.0	184.0	1754.0	241.0	161.0	1321.0	96.0	251.0	0.0	0.0	288.0	291.0	900.0	347.0	52.0	374.0	166.0	13462.0	627.0	0.0	192.0	70.0	54.0	192.0	71.0	90.0	70.0	88.0	41.0	1073.0	147.0	1548.0	126.0	0.0	150.0	787.0	154.0	244.0	42.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;__	3090.0	2426.0	182.0	1791.0	315.0	1043.0	3056.0	476.0	2153.0	94.0	339.0	350.0	1512.0	849.0	788.0	130.0	1138.0	364.0	839.0	277.0	327.0	796.0	220.0	763.0	573.0	3538.0	187.0	1465.0	240.0	2795.0	1315.0	405.0	2890.0	90.0	633.0	349.0	951.0	1140.0	537.0	368.0	539.0	1717.0	1316.0	251.0	2259.0	1793.0	33.0	1125.0	3780.0	581.0	922.0	923.0	389.0	829.0	447.0	219.0	962.0	1336.0	842.0	3228.0	2271.0	148.0	1666.0	351.0	884.0	887.0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;__	0.0	37.0	51.0	0.0	0.0	0.0	0.0	75.0	32.0	0.0	0.0	89.0	7737.0	2961.0	31.0	161.0	25.0	235.0	31.0	21.0	105.0	2626.0	15.0	63.0	22.0	40.0	54.0	7.0	74.0	0.0	21.0	24.0	75.0	0.0	0.0	2651.0	997.0	0.0	60.0	161.0	192.0	2483.0	169.0	101.0	191.0	2682.0	0.0	182.0	110.0	78.0	1530.0	234.0	126.0	191.0	0.0	128.0	260.0	137.0	144.0	994.0	27.0	24.0	0.0	2148.0	35.0	102.0
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Dialister;__	112.0	2317.0	55.0	33.0	262.0	4425.0	143.0	0.0	371.0	207.0	619.0	214.0	75.0	223.0	338.0	169.0	143.0	445.0	2259.0	230.0	76.0	1840.0	4059.0	0.0	8178.0	183.0	1006.0	212.0	88.0	75.0	225.0	1885.0	3192.0	299.0	659.0	384.0	23.0	57.0	2526.0	159.0	1324.0	199.0	1432.0	131.0	49.0	184.0	6725.0	44.0	65.0	869.0	59.0	119.0	105.0	140.0	4379.0	51.0	46.0	109.0	0.0	50.0	113.0	76.0	1276.0	39.0	1398.0	378.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;__	517.0	185.0	344.0	709.0	536.0	205.0	247.0	584.0	4876.0	461.0	378.0	452.0	165.0	591.0	165.0	141.0	208.0	695.0	151.0	89.0	142.0	767.0	303.0	330.0	142.0	258.0	405.0	93.0	261.0	129.0	120.0	150.0	381.0	177.0	71.0	12.0	102.0	107.0	61.0	156.0	32.0	315.0	43.0	318.0	92.0	62.0	0.0	241.0	896.0	73.0	130.0	57.0	3982.0	112.0	100.0	560.0	209.0	91.0	58.0	181.0	500.0	1677.0	76.0	102.0	242.0	152.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_hallii_group;__	358.0	343.0	513.0	407.0	303.0	294.0	267.0	280.0	653.0	139.0	1065.0	293.0	874.0	460.0	508.0	323.0	391.0	558.0	198.0	222.0	873.0	667.0	218.0	1166.0	521.0	331.0	293.0	259.0	358.0	342.0	453.0	203.0	406.0	115.0	921.0	137.0	145.0	596.0	974.0	185.0	147.0	342.0	293.0	78.0	142.0	231.0	160.0	179.0	407.0	371.0	231.0	166.0	1093.0	906.0	151.0	93.0	212.0	188.0	310.0	210.0	107.0	370.0	188.0	277.0	345.0	290.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus_mucosae	0.0	11.0	93.0	85.0	35.0	0.0	0.0	0.0	0.0	457.0	0.0	103.0	54.0	26.0	48.0	1383.0	49.0	59.0	81.0	26.0	16.0	0.0	505.0	11.0	43.0	211.0	123.0	197.0	246.0	77.0	79.0	218.0	126.0	14190.0	119.0	41.0	0.0	481.0	21.0	21.0	40.0	0.0	0.0	0.0	96.0	29.0	4546.0	26.0	36.0	23.0	27.0	33.0	0.0	27.0	16.0	22.0	1383.0	40.0	15.0	32.0	0.0	0.0	62.0	58.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;__;__	208.0	453.0	133.0	292.0	295.0	458.0	213.0	55.0	207.0	171.0	477.0	654.0	366.0	199.0	347.0	135.0	446.0	713.0	168.0	217.0	227.0	367.0	490.0	1104.0	317.0	753.0	165.0	299.0	206.0	919.0	585.0	269.0	469.0	445.0	272.0	1835.0	1249.0	410.0	299.0	290.0	635.0	2222.0	1178.0	211.0	660.0	666.0	1490.0	253.0	1190.0	299.0	435.0	1967.0	378.0	782.0	397.0	469.0	565.0	663.0	148.0	537.0	33.0	99.0	283.0	107.0	1050.0	232.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;__;__	0.0	165.0	1235.0	1647.0	396.0	38.0	408.0	459.0	306.0	0.0	641.0	934.0	307.0	274.0	150.0	144.0	643.0	672.0	110.0	384.0	381.0	581.0	43.0	810.0	636.0	407.0	297.0	173.0	230.0	856.0	444.0	2.0	224.0	0.0	630.0	253.0	2194.0	772.0	1187.0	364.0	379.0	309.0	923.0	159.0	822.0	402.0	2689.0	236.0	279.0	340.0	971.0	145.0	1078.0	513.0	804.0	80.0	320.0	896.0	412.0	655.0	26.0	273.0	664.0	442.0	1334.0	352.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides_merdae	626.0	158.0	1670.0	497.0	165.0	513.0	145.0	278.0	192.0	111.0	298.0	157.0	449.0	133.0	294.0	292.0	379.0	139.0	162.0	246.0	157.0	389.0	231.0	514.0	225.0	261.0	70.0	190.0	338.0	458.0	240.0	102.0	112.0	45.0	118.0	495.0	537.0	206.0	77.0	150.0	229.0	492.0	280.0	52.0	153.0	691.0	2600.0	107.0	407.0	161.0	779.0	365.0	381.0	126.0	120.0	78.0	357.0	629.0	97.0	586.0	113.0	119.0	80.0	208.0	57.0	193.0
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Veillonella;__	61.0	194.0	369.0	52.0	33.0	0.0	50.0	18.0	59.0	39.0	0.0	918.0	241.0	197.0	165.0	5783.0	120.0	101.0	103.0	413.0	34.0	103.0	177.0	0.0	88.0	285.0	147.0	132.0	4938.0	70.0	77.0	52.0	545.0	159.0	77.0	14.0	0.0	100.0	88.0	124.0	138.0	98.0	121.0	23983.0	92.0	123.0	567.0	0.0	0.0	0.0	0.0	28.0	54.0	0.0	40.0	1436.0	0.0	0.0	0.0	30.0	5.0	1523.0	86.0	46.0	49.0	45.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_eggerthii	0.0	108.0	0.0	524.0	0.0	17.0	0.0	49.0	317.0	0.0	95.0	78.0	98.0	126.0	163.0	101.0	808.0	123.0	121.0	59.0	140.0	3655.0	92.0	4984.0	87.0	92.0	99.0	146.0	139.0	4171.0	111.0	115.0	377.0	81.0	101.0	48.0	56.0	19.0	41.0	0.0	33.0	81.0	48.0	27.0	29.0	697.0	0.0	29.0	0.0	0.0	0.0	14.0	241.0	0.0	0.0	0.0	24.0	92.0	0.0	509.0	0.0	18.0	73.0	149.0	74.0	52.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Ruminococcus]_torques_group;__	155.0	133.0	124.0	211.0	150.0	59.0	433.0	63.0	346.0	163.0	177.0	951.0	125.0	347.0	384.0	104.0	280.0	257.0	135.0	259.0	303.0	877.0	87.0	385.0	154.0	501.0	235.0	311.0	117.0	625.0	691.0	160.0	869.0	85.0	255.0	0.0	136.0	792.0	63.0	73.0	195.0	345.0	176.0	0.0	84.0	108.0	0.0	204.0	219.0	94.0	68.0	419.0	206.0	519.0	82.0	0.0	202.0	89.0	0.0	122.0	414.0	876.0	362.0	175.0	142.0	75.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;__	772.0	127.0	134.0	326.0	212.0	259.0	293.0	174.0	1659.0	96.0	839.0	225.0	197.0	153.0	194.0	83.0	221.0	149.0	71.0	150.0	443.0	310.0	178.0	249.0	261.0	187.0	148.0	166.0	91.0	492.0	528.0	123.0	328.0	64.0	341.0	125.0	358.0	291.0	248.0	101.0	170.0	323.0	188.0	39.0	25.0	97.0	0.0	140.0	487.0	127.0	125.0	189.0	422.0	1080.0	120.0	89.0	83.0	104.0	124.0	191.0	177.0	343.0	182.0	201.0	153.0	69.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_plebeius	619.0	59.0	57.0	41.0	0.0	45.0	0.0	185.0	554.0	23.0	24.0	24.0	0.0	53.0	151.0	35.0	49.0	36.0	56.0	25.0	1021.0	112.0	0.0	0.0	16.0	0.0	0.0	101.0	0.0	18.0	0.0	38.0	62.0	0.0	0.0	2586.0	77.0	2289.0	3888.0	208.0	558.0	0.0	2893.0	303.0	166.0	592.0	0.0	0.0	270.0	397.0	0.0	55.0	66.0	190.0	219.0	6.0	0.0	201.0	0.0	0.0	0.0	44.0	0.0	128.0	0.0	129.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium;__	324.0	277.0	260.0	154.0	573.0	206.0	187.0	715.0	284.0	242.0	180.0	159.0	316.0	208.0	234.0	167.0	105.0	701.0	277.0	159.0	205.0	0.0	569.0	289.0	202.0	491.0	224.0	216.0	975.0	166.0	557.0	576.0	178.0	193.0	227.0	50.0	70.0	0.0	0.0	352.0	45.0	203.0	0.0	95.0	293.0	67.0	23.0	97.0	57.0	25.0	122.0	38.0	443.0	65.0	151.0	833.0	112.0	0.0	0.0	0.0	0.0	544.0	471.0	477.0	2221.0	389.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-352;s__uncultured_bacterium	135.0	0.0	587.0	130.0	67.0	710.0	1429.0	0.0	199.0	729.0	136.0	234.0	398.0	138.0	247.0	586.0	268.0	214.0	282.0	473.0	130.0	295.0	4392.0	88.0	156.0	96.0	0.0	0.0	465.0	227.0	0.0	268.0	424.0	671.0	71.0	0.0	0.0	0.0	0.0	0.0	296.0	257.0	0.0	0.0	78.0	0.0	0.0	101.0	81.0	102.0	0.0	1190.0	0.0	160.0	69.0	79.0	293.0	0.0	0.0	106.0	0.0	99.0	351.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__NK4A214_group;__	92.0	68.0	205.0	2281.0	98.0	105.0	114.0	92.0	273.0	57.0	260.0	113.0	181.0	52.0	112.0	178.0	617.0	97.0	111.0	62.0	64.0	795.0	0.0	387.0	551.0	107.0	44.0	129.0	160.0	516.0	65.0	80.0	289.0	0.0	256.0	45.0	59.0	206.0	69.0	216.0	375.0	89.0	326.0	67.0	82.0	179.0	0.0	326.0	225.0	83.0	1060.0	173.0	50.0	191.0	138.0	81.0	194.0	293.0	65.0	292.0	743.0	66.0	47.0	57.0	101.0	77.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Eubacterium]_coprostanoligenes_group;g__[Eubacterium]_coprostanoligenes_group;__	98.0	388.0	213.0	551.0	121.0	191.0	179.0	168.0	298.0	53.0	999.0	293.0	979.0	543.0	247.0	282.0	706.0	301.0	223.0	654.0	289.0	626.0	138.0	612.0	1266.0	262.0	40.0	104.0	164.0	520.0	155.0	117.0	495.0	40.0	489.0	594.0	1397.0	354.0	222.0	424.0	447.0	738.0	395.0	128.0	346.0	546.0	17.0	764.0	312.0	301.0	586.0	478.0	169.0	393.0	368.0	143.0	793.0	688.0	317.0	1521.0	3045.0	114.0	192.0	230.0	270.0	215.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;__	145.0	124.0	295.0	155.0	285.0	125.0	112.0	127.0	1246.0	145.0	945.0	459.0	131.0	90.0	229.0	97.0	220.0	542.0	143.0	107.0	212.0	237.0	576.0	400.0	124.0	129.0	82.0	105.0	84.0	188.0	213.0	249.0	279.0	91.0	270.0	399.0	95.0	223.0	76.0	85.0	112.0	201.0	173.0	97.0	124.0	188.0	99.0	117.0	108.0	84.0	268.0	122.0	114.0	326.0	163.0	614.0	134.0	191.0	311.0	104.0	46.0	154.0	157.0	269.0	213.0	358.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;__	579.0	231.0	60.0	618.0	205.0	819.0	59.0	56.0	360.0	275.0	98.0	2314.0	40.0	74.0	523.0	37.0	118.0	184.0	140.0	81.0	79.0	164.0	168.0	64.0	52.0	613.0	75.0	462.0	154.0	99.0	1094.0	159.0	484.0	549.0	82.0	27.0	20.0	42.0	35.0	206.0	82.0	390.0	60.0	340.0	60.0	108.0	5086.0	66.0	155.0	135.0	118.0	64.0	486.0	844.0	136.0	67.0	241.0	219.0	42.0	100.0	145.0	163.0	47.0	63.0	72.0	341.0
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;__	199.0	68.0	194.0	256.0	95.0	31.0	69.0	748.0	44.0	28.0	1472.0	69.0	36.0	216.0	280.0	30.0	294.0	65.0	0.0	115.0	254.0	143.0	16.0	55.0	131.0	433.0	12.0	147.0	52.0	92.0	40.0	0.0	28.0	21.0	706.0	1530.0	947.0	431.0	49.0	58.0	62.0	43.0	274.0	34.0	90.0	644.0	66.0	41.0	206.0	314.0	461.0	726.0	0.0	410.0	55.0	50.0	84.0	475.0	598.0	602.0	5.0	0.0	24.0	577.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_ruminantium_group;s__uncultured_bacterium	0.0	0.0	0.0	306.0	0.0	35.0	22.0	0.0	105.0	0.0	44.0	129.0	39.0	147.0	163.0	108.0	3381.0	315.0	123.0	126.0	80.0	131.0	112.0	357.0	182.0	31.0	0.0	0.0	0.0	276.0	26.0	0.0	122.0	0.0	0.0	672.0	672.0	0.0	0.0	0.0	0.0	66.0	0.0	27.0	79.0	143.0	0.0	82.0	139.0	115.0	82.0	102.0	0.0	71.0	138.0	59.0	307.0	210.0	1883.0	502.0	0.0	0.0	0.0	0.0	35.0	60.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_ventriosum_group;__	194.0	127.0	65.0	51.0	289.0	186.0	103.0	40.0	144.0	135.0	144.0	187.0	67.0	115.0	740.0	152.0	237.0	259.0	519.0	316.0	169.0	159.0	877.0	51.0	227.0	55.0	33.0	159.0	87.0	68.0	165.0	327.0	78.0	141.0	80.0	0.0	80.0	145.0	133.0	264.0	78.0	40.0	153.0	42.0	38.0	111.0	0.0	84.0	124.0	169.0	1571.0	212.0	0.0	266.0	714.0	79.0	139.0	281.0	143.0	195.0	0.0	63.0	402.0	75.0	207.0	113.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group;s__human_gut	0.0	66.0	115.0	36.0	0.0	14.0	0.0	0.0	31.0	0.0	42.0	36.0	2022.0	17.0	27.0	199.0	80.0	66.0	21.0	25.0	0.0	65.0	17.0	145.0	272.0	22.0	0.0	0.0	121.0	67.0	10.0	0.0	32.0	0.0	56.0	251.0	65.0	44.0	53.0	60.0	391.0	196.0	56.0	32.0	135.0	960.0	0.0	144.0	114.0	121.0	162.0	196.0	66.0	123.0	138.0	88.0	880.0	3118.0	126.0	312.0	20.0	0.0	0.0	8.0	61.0	46.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG-014;f__Clostridia_UCG-014;g__Clostridia_UCG-014;__	181.0	151.0	113.0	74.0	68.0	776.0	1923.0	160.0	688.0	45.0	82.0	335.0	434.0	82.0	839.0	153.0	208.0	135.0	167.0	388.0	852.0	3263.0	78.0	97.0	111.0	234.0	61.0	280.0	89.0	79.0	89.0	89.0	2733.0	50.0	63.0	588.0	1059.0	151.0	150.0	305.0	290.0	1921.0	311.0	31.0	831.0	986.0	14.0	333.0	500.0	577.0	675.0	524.0	79.0	600.0	494.0	140.0	13390.0	734.0	483.0	1555.0	0.0	36.0	368.0	167.0	31.0	73.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-002;__	134.0	210.0	295.0	1137.0	168.0	224.0	289.0	138.0	329.0	29.0	639.0	282.0	2143.0	352.0	256.0	352.0	635.0	307.0	288.0	137.0	263.0	827.0	83.0	627.0	1048.0	450.0	201.0	367.0	383.0	2833.0	739.0	352.0	1147.0	121.0	512.0	126.0	607.0	663.0	193.0	204.0	2264.0	951.0	458.0	134.0	331.0	453.0	0.0	516.0	1975.0	436.0	502.0	978.0	332.0	688.0	392.0	280.0	2273.0	1035.0	3105.0	3785.0	695.0	109.0	197.0	186.0	239.0	740.0
